Time_AKST,BB-SL,HO,Aged,BB-LL,O3,Traffic
02/12/22 01:00,2.5581,3.1151,0.84188,0.4924,-0.019741,2.0197
02/12/22 02:00,0.77063,1.9482,1.8535,0.54113,-0.2,0.60589
02/12/22 03:00,0.55253,1.6778,3.0307,0.21925,-0.2,0.48739
02/12/22 04:00,0.59248,1.2532,2.7801,0.56104,-0.2,0.81937
02/12/22 05:00,0.042105,0.67694,2.1901,0.47791,0.40742,-0.098269
02/12/22 06:00,0.0063226,0.43623,0.83787,0.27642,1.9175,-0.2
02/12/22 07:00,-0.00516,0.61767,0.52975,0.024586,1.7888,0.21174
02/12/22 08:00,0.050148,0.58702,0.63482,0.20889,1.9607,-0.050888
02/12/22 09:00,0.11076,0.30212,0.26747,0.20429,2.5082,0.20859
02/12/22 10:00,0.013445,0.5517,0.45671,-0.035451,1.982,-0.03905
02/12/22 11:00,0.057981,0.35791,0.32071,0.28244,2.3102,-0.0030348
02/12/22 12:00,0.047252,0.27954,0.35622,0.2287,2.2532,0.01769
02/12/22 13:00,0.079189,0.31263,0.046406,0.2402,2.5251,0.063158
02/12/22 14:00,0.017746,0.25908,0.23299,-0.065501,2.6051,0.035153
02/12/22 15:00,0.065606,0.17734,0.19368,0.24246,2.5337,0.028974
02/12/22 16:00,0.13222,0.28145,0.55588,0.31178,2.078,0.013591
02/12/22 17:00,0.38561,0.50864,0.51007,0.38611,1.7415,0.14277
02/12/22 18:00,0.020757,0.48543,0.56041,0.031974,2.1212,-0.11914
02/12/22 19:00,0.095839,0.8628,1.4609,0.38442,0.80575,-0.058303
02/12/22 20:00,0.57877,0.6764,1.9912,0.48346,0.22747,0.23508
02/12/22 21:00,-0.038191,0.6974,2.1137,0.13748,0.10079,0.21468
02/12/22 22:00,0.76254,0.82415,2.0663,0.45185,0.1361,0.098822
02/12/22 23:00,2.1156,0.72647,1.4214,0.3412,0.62705,0.022054
02/13/22 00:00,0.42876,0.57,1.3649,0.4199,0.76516,-0.0039581
02/13/22 01:00,0.22326,0.54485,1.8668,0.10861,0.23682,0.1775
02/13/22 02:00,0.1293,0.43364,1.0724,0.36063,1.1821,-0.081776
02/13/22 03:00,0.25829,0.35081,0.63769,0.32836,1.8604,-0.12812
02/13/22 04:00,-0.015062,0.27173,0.40479,0.2259,2.2893,-0.14276
02/13/22 05:00,0.034065,0.20762,0.31024,-0.024668,2.4508,-0.056395
02/13/22 06:00,0.10813,0.17908,0.2908,0.21844,2.3684,-0.065755
02/13/22 07:00,0.134,0.35903,0.43276,0.26329,2.1649,-0.088661
02/13/22 08:00,-0.077978,0.37035,0.88456,-0.021589,1.6084,-0.017614
02/13/22 09:00,0.12731,0.24408,0.79949,0.30306,1.6212,0.026783
02/13/22 10:00,0.25891,0.27395,1.0334,0.44754,1.3959,0.071138
02/13/22 11:00,0.38675,0.18315,1.3151,0.61306,0.99252,0.20445
02/13/22 12:00,0.17269,-0.2,1.8233,0.43234,0.78932,0.70125
02/13/22 13:00,0.228,0.48111,1.2644,0.57162,1.1108,0.22701
02/13/22 14:00,0.15239,0.30717,0.57868,0.3448,1.963,0.014589
02/13/22 15:00,0.1144,0.23136,0.48781,0.37421,2.0998,-0.06637
02/13/22 16:00,-0.043251,0.11984,0.43288,0.028335,2.3129,0.038414
02/13/22 17:00,0.11464,0.12967,0.36475,0.24768,2.3602,0.041522
02/13/22 18:00,0.13673,0.17045,0.30659,0.22244,2.3746,0.080013
02/13/22 19:00,0.055118,0.19607,0.4124,-0.054144,2.2686,0.083467
02/13/22 20:00,0.083017,0.22173,0.57855,0.28023,2.0744,0.008902
02/13/22 21:00,0.4443,0.71265,0.92181,0.43182,1.1898,0.78444
02/13/22 22:00,0.72336,1.017,1.1695,0.60006,0.67786,0.8513
02/13/22 23:00,1.1865,1.2344,0.92223,0.12344,0.82141,0.81096
02/14/22 00:00,1.5184,1.3865,0.83321,0.66229,0.90162,0.014493
02/14/22 01:00,2.2013,1.5075,1.0779,0.64284,0.4355,0.01699
02/14/22 02:00,2.0249,1.5379,1.3737,0.60052,0.042793,0.59552
02/14/22 03:00,1.7432,1.6096,1.4747,0.27016,0.0023035,1.0037
02/14/22 04:00,1.3186,1.3277,1.6388,0.40604,0.020505,1.0717
02/14/22 05:00,0.52917,1.5984,1.4143,0.42715,0.011755,0.98691
02/14/22 06:00,1.4199,2.8902,0.82114,0.15829,0.0022173,1.6451
02/14/22 07:00,0.65111,3.2757,0.60789,0.38932,-0.010935,2.9588
02/14/22 08:00,0.26113,2.5912,1.0434,0.016331,-0.012853,3.3749
02/14/22 09:00,0.70737,2.7869,0.81452,0.53487,0.077073,2.4593
02/14/22 10:00,0.28564,2.9836,0.62465,0.24023,0.20495,2.4004
02/14/22 11:00,0.52743,2.5999,0.84021,0.74825,0.27898,2.3629
02/14/22 12:00,1.3384,2.5514,0.84783,0.6884,0.31456,2.2496
02/14/22 13:00,1.356,1.2003,1.4411,0.60873,0.45593,1.5485
02/14/22 14:00,0.84903,0.85231,1.3594,0.40313,0.74806,0.75659
02/14/22 15:00,0.38357,1.445,1.3587,0.60718,0.3068,1.6945
02/14/22 16:00,1.8292,2.7625,0.85819,0.62837,0.063696,3.031
02/14/22 17:00,4.1414,4.4091,0.093808,0.44929,-0.078817,5.8677
02/14/22 18:00,2.5726,2.7915,1.0235,0.65451,-0.054294,4.2338
02/14/22 19:00,2.2087,2.6544,1.2034,0.56659,-0.055582,4.3528
02/14/22 20:00,4.5079,2.8448,0.97558,0.68611,-0.054872,4.0845
02/14/22 21:00,1.3587,2.1588,1.3437,0.28343,-0.035008,3.543
02/14/22 22:00,4.0157,2.4141,1.0111,0.55762,-0.040332,3.4888
02/14/22 23:00,2.6181,1.869,1.2895,0.59245,-0.0091993,2.052
02/15/22 00:00,3.0776,1.9603,1.278,0.55005,-0.0098426,1.985
02/15/22 01:00,5.9176,1.6074,1.4503,0.47871,-0.010994,1.3791
02/15/22 02:00,2.6502,1.1876,1.7026,0.61781,0.018312,0.70726
02/15/22 03:00,1.7453,0.78092,1.5991,0.59485,0.38491,0.54142
02/15/22 04:00,0.65314,0.26378,1.1217,0.28047,1.3293,0.36343
02/15/22 05:00,1.2165,0.7586,1.2259,0.56096,0.89852,0.11961
02/15/22 06:00,0.41201,0.25292,0.98524,0.43567,1.6235,0.15402
02/15/22 07:00,0.24071,0.32647,0.86256,0.31334,1.5962,0.25068
02/15/22 08:00,1.3347,0.52035,1.5623,0.29621,0.49897,0.35635
02/15/22 09:00,0.61602,0.49311,1.1577,0.37283,1.2393,0.15729
02/15/22 10:00,0.57094,0.53629,1.0397,0.36701,1.3054,0.21356
02/15/22 11:00,0.35929,0.40698,0.80485,0.38293,1.7508,0.12474
02/15/22 12:00,0.26084,0.35854,0.69125,0.092073,1.9968,0.12661
02/15/22 13:00,0.22867,0.19858,0.41575,0.25729,2.4341,0.074281
02/15/22 14:00,0.10087,0.16083,0.52516,0.24246,2.2907,-0.016793
02/15/22 15:00,-0.096549,0.14274,0.6106,-0.11434,2.1687,0.043432
02/15/22 16:00,0.028418,0.11442,0.41527,0.14247,2.4174,0.12505
02/15/22 17:00,0.10156,0.17616,-0.05807,0.1703,3.0775,0.90759
02/15/22 18:00,-0.13298,0.46943,0.88133,0.32627,1.4041,0.87181
02/15/22 19:00,0.63642,1.2183,1.0271,0.1005,0.7773,0.83898
02/15/22 20:00,2.5767,1.2522,1.5134,0.45875,0.019338,1.4397
02/15/22 21:00,2.3982,1.6857,1.5604,0.53568,-0.2,1.0018
02/15/22 22:00,1.8244,3.2698,-0.2,0.30335,0.89044,3.5002
02/15/22 23:00,0.88371,1.7607,1.5815,0.16517,-0.2,1.3116
02/16/22 00:00,1.024,1.5192,1.6894,0.47063,-0.2,0.53483
02/16/22 01:00,1.1676,1.5041,1.704,0.41692,-0.2,0.42274
02/16/22 02:00,1.0068,1.7219,1.6438,0.14458,-0.2,0.57653
02/16/22 03:00,0.53681,0.76493,1.3298,0.36947,0.7749,0.65393
02/16/22 04:00,0.47228,1.2807,1.4829,0.45128,0.26864,0.24657
02/16/22 05:00,0.52374,-0.1331,0.8396,0.33006,1.9707,0.73078
02/16/22 06:00,0.52398,-0.10158,1.3644,0.086871,1.3708,1.1103
02/16/22 07:00,0.44241,-0.2,0.12277,0.31585,3.0119,0.86752
02/16/22 08:00,0.28103,0.7685,1.5883,0.5717,0.51624,0.12135
02/16/22 09:00,0.24114,0.64464,1.1471,0.4446,1.1922,0.36268
02/16/22 10:00,0.46403,0.66897,1.4088,0.36433,0.84611,0.072623
02/16/22 11:00,0.26474,0.65771,1.7077,0.66178,0.45008,0.30599
02/16/22 12:00,0.25483,0.36425,1.1516,0.58262,1.3634,0.15369
02/16/22 13:00,0.18494,0.24438,0.78468,0.15174,1.9251,0.070959
02/16/22 14:00,0.11362,0.055897,0.32382,0.22733,2.7677,0.129
02/16/22 15:00,0.21739,0.15462,0.47937,0.1459,2.4579,-0.021682
02/16/22 16:00,0.0092071,0.081976,0.48552,0.12746,2.376,0.036176
02/16/22 17:00,0.073724,0.14345,0.39745,-0.048959,1.957,0.058525
02/16/22 18:00,0.41408,0.19615,0.14331,0.39639,2.5361,0.51742
02/16/22 19:00,-0.053207,0.43209,0.6741,0.32414,1.8502,0.39538
02/16/22 20:00,0.18669,0.48412,1.0865,0.42355,1.1171,-0.056256
02/16/22 21:00,0.58069,0.55244,0.87197,0.20954,1.5058,-0.04068
02/16/22 22:00,1.2173,0.38542,0.81742,0.44529,1.4512,-0.024488
02/16/22 23:00,0.83775,1.0645,1.4161,0.58994,0.13254,0.49926
02/17/22 00:00,0.70327,1.0621,1.3244,0.15132,0.35998,0.77947
02/17/22 01:00,0.51568,1.0859,1.7343,0.42283,-0.2,0.62212
02/17/22 02:00,0.25236,1.2208,1.7487,0.47553,-0.2,0.52853
02/17/22 03:00,0.25139,1.3079,1.6366,0.46183,-0.13307,0.36228
02/17/22 04:00,1.5745,2.3741,-0.2,0.076384,1.6356,1.6838
02/17/22 05:00,1.3574,2.0247,1.315,0.55582,-0.17494,0.52106
02/17/22 06:00,0.81197,1.7132,1.4714,0.4583,0.041174,0.4134
02/17/22 07:00,0.67824,2.0593,-0.17011,0.30584,1.9275,1.9524
02/17/22 08:00,0.65691,1.5343,0.9095,0.12135,1.0292,1.1554
02/17/22 09:00,1.4127,1.6171,0.7502,0.48242,1.0552,0.88721
02/17/22 10:00,0.55808,1.0588,1.3192,0.38126,0.52272,0.34402
02/17/22 11:00,0.85967,1.1367,1.4788,0.24387,0.42663,0.54761
02/17/22 12:00,0.71766,0.5751,0.87639,0.34006,1.5087,0.3852
02/17/22 13:00,0.64815,0.4362,1.0299,0.41069,1.6393,0.20788
02/17/22 14:00,0.28245,0.24738,0.54126,0.30711,2.4667,0.068151
02/17/22 15:00,0.13314,0.10558,0.26163,-0.056817,2.8313,0.061284
02/17/22 16:00,0.30315,0.038119,0.11343,0.26159,3.0931,0.0082545
02/17/22 17:00,0.33558,0.0804,0.071103,0.28749,3.1258,0.038582
02/17/22 18:00,0.32244,0.073863,0.12572,0.35707,3.0653,-0.015361
02/17/22 19:00,0.088389,0.06064,0.21591,-0.0031925,2.993,0.037654
02/17/22 20:00,0.27285,0.059041,0.22568,0.35518,2.9073,0.041352
02/17/22 21:00,0.21984,0.031144,0.21108,0.32157,2.9369,0.038924
02/17/22 22:00,0.085081,0.066175,0.14073,0.043854,2.8886,0.18817
02/17/22 23:00,0.12027,-0.017095,0.19825,0.22614,2.965,0.064524
02/18/22 00:00,0.13064,0.0079665,0.24744,0.24582,2.8901,0.025266
02/18/22 01:00,0.11048,0.063859,0.36575,0.26328,2.3623,-0.0032053
02/18/22 02:00,-0.053589,0.076575,0.56677,0.00044306,2.0631,0.052314
02/18/22 03:00,0.068815,0.15024,0.68388,0.41975,1.8273,0.011301
02/18/22 04:00,0.72997,0.58682,1.3787,0.54566,0.7603,-0.17931
02/18/22 05:00,0.25703,0.73405,1.8991,0.60653,-0.1065,-0.093189
02/18/22 06:00,-0.10001,0.38114,0.95023,0.12598,1.4799,0.011368
02/18/22 07:00,0.76931,0.63312,0.9387,0.37101,1.508,0.69894
02/18/22 08:00,0.38841,0.22814,1.0559,0.26749,1.5436,0.72823
02/18/22 09:00,-0.10517,0.2129,0.77391,-0.0603,1.8856,0.088301
02/18/22 10:00,0.17926,0.16435,0.36533,0.33212,2.5226,0.072115
02/18/22 11:00,0.16947,0.098192,-0.2,0.54427,3.4048,0.64369
02/18/22 12:00,-0.2,0.059345,0.21975,-0.085837,2.8469,0.15006
02/18/22 13:00,0.10191,0.023985,0.026287,0.96166,3.0874,-0.070131
02/18/22 14:00,0.31138,-0.025399,0.11505,0.722,3.0525,-0.040975
02/18/22 15:00,-0.005034,-0.003437,0.20539,0.36984,2.9888,0.066674
02/18/22 16:00,-0.19697,0.090399,0.53205,-0.2,2.4061,0.1051
02/18/22 17:00,-0.089117,0.17106,0.65331,0.32277,2.197,-0.076064
02/18/22 18:00,-0.083532,0.14412,0.38284,0.28728,2.5512,0.044774
02/18/22 19:00,-0.10362,0.10108,0.23711,0.20333,2.7035,0.31338
02/18/22 20:00,-0.12449,0.22513,-0.2,0.039189,3.1727,1.1422
02/18/22 21:00,-0.2,0.31702,0.88789,0.73596,1.4942,0.33773
02/18/22 22:00,0.83856,1.1518,1.2604,0.7174,0.58625,0.50542
02/18/22 23:00,0.55723,1.0698,1.7486,0.27229,0.081045,0.64582
02/19/22 00:00,0.74911,0.57501,0.70041,0.36425,1.7486,1.1927
02/19/22 01:00,1.6549,1.0963,1.688,0.64165,-0.045857,1.0952
02/19/22 02:00,0.5573,1.2422,1.7657,0.56176,-0.2,1.1887
02/19/22 03:00,-0.072063,1.3282,1.7738,0.14718,-0.2,0.87331
02/19/22 04:00,2.016,1.5546,1.7174,0.67649,-0.2,0.84837
02/20/22 18:00,1.7163,1.8144,2.2181,0.47968,0.3565,2.4086
02/20/22 19:00,3.0701,1.4647,-0.2,0.94529,2.5478,3.9584
02/20/22 20:00,3.0694,2.2824,1.0844,1.2252,-0.054081,4.2636
02/20/22 21:00,2.1968,1.5216,1.6054,0.92242,-0.055099,3.6053
02/20/22 22:00,2.4511,2.3889,1.1562,0.72667,-0.05813,3.3631
02/20/22 23:00,2.8167,1.2547,1.7195,1.05,-0.029253,2.1245
02/21/22 00:00,1.0568,1.1859,1.7504,0.98152,-0.0071473,1.4421
02/21/22 01:00,0.61681,1.0952,1.7604,0.45497,0.12014,0.53473
02/21/22 02:00,0.62859,0.96967,1.8815,0.98271,0.0064843,0.59589
02/21/22 03:00,0.18474,0.75464,2.0163,0.89226,0.014876,0.34589
02/21/22 04:00,0.185,0.82755,1.8612,0.93561,0.11693,0.2839
02/21/22 05:00,0.11323,0.87202,1.7722,0.46267,0.10927,0.5316
02/21/22 06:00,0.66717,0.89504,1.8649,1.0418,0.040565,0.39705
02/21/22 07:00,0.18901,0.57961,1.6247,0.85182,0.55963,0.2143
02/21/22 08:00,0.40578,0.6,1.8416,0.75751,0.32864,0.091714
02/21/22 09:00,1.0737,1.3119,1.4341,0.91387,0.35019,0.61736
02/21/22 10:00,1.2051,0.56989,1.529,1.0393,0.78092,0.44545
02/21/22 13:00,1.4576,0.019015,0.29301,0.64893,2.7504,-0.022339
02/21/22 14:00,1.7669,0.059077,0.44128,0.54182,2.4852,0.023539
02/21/22 15:00,3.0927,0.0233,0.56981,0.71073,2.1256,0.23478
02/21/22 16:00,0.76159,0.16565,1.0159,0.59039,1.6508,0.20391
02/21/22 17:00,-0.086008,-0.042652,1.4641,0.80663,1.1766,1.0531
02/21/22 18:00,0.73991,-0.14685,1.4776,0.66616,1.0512,0.69069
02/21/22 19:00,1.0232,0.26452,1.1136,0.53838,1.4093,0.35493
02/21/22 20:00,1.1286,0.021719,0.67368,1.2484,2.1542,-0.037948
02/21/22 21:00,0.57321,0.16909,0.73075,0.84337,2.0766,0.015256
02/21/22 22:00,0.45662,0.38155,1.2736,0.88522,1.2856,0.17156
02/21/22 23:00,1.1465,0.26628,1.0993,0.68672,1.4771,0.20653
02/22/22 00:00,0.55909,0.34255,0.92968,0.91052,1.6107,0.082856
02/22/22 01:00,0.62186,0.47173,1.4836,0.87844,0.9177,0.065279
02/22/22 02:00,0.2752,0.46888,1.717,0.79707,0.61601,0.063813
02/22/22 03:00,0.14736,0.46243,1.5229,0.74494,0.818,-0.01422
02/22/22 07:00,0.59435,0.7977,2.113,0.75767,-0.2,0.61508
02/22/22 08:00,1.7364,0.49931,1.9103,0.72862,0.09374,0.84273
02/22/22 09:00,0.32415,0.097202,0.52498,0.46858,2.3249,0.35388
02/22/22 10:00,0.65907,-0.11531,0.35753,0.35081,2.6656,0.15536
02/22/22 11:00,0.41854,-0.070716,0.11228,0.27892,2.852,0.48433
02/22/22 12:00,0.4817,-0.069249,0.24115,0.25617,2.7163,0.13613
02/22/22 13:00,0.63349,0.010599,0.70416,0.28803,2.2362,0.29429
02/22/22 14:00,0.2351,-0.018542,0.41498,0.080369,2.5315,0.29285
02/22/22 15:00,0.18571,-0.08611,0.29078,-0.092118,2.7391,0.29788
02/22/22 16:00,0.17728,0.047989,0.57958,-0.0049989,2.274,0.36534
02/22/22 17:00,-0.0043121,0.36042,1.555,0.15743,0.7321,1.076
02/22/22 18:00,0.98,0.36736,1.3566,0.14676,0.95563,0.81975
02/22/22 19:00,0.08549,0.017163,0.74104,-0.11573,2.0589,0.22469
02/22/22 20:00,0.15322,0.027763,0.51107,-0.11488,2.1868,0.18006
02/22/22 21:00,0.17836,0.014904,0.48901,-0.087891,2.3332,0.098532
02/22/22 22:00,0.15549,-0.058042,0.31992,-0.051089,2.4638,0.098095
02/22/22 23:00,0.18354,-0.083857,0.27578,-0.038509,2.5205,0.10411
02/23/22 00:00,0.18046,-0.044957,0.31681,-0.062502,2.4543,0.071029
02/23/22 01:00,0.041629,0.35571,1.1634,0.012228,1.0956,0.094882
02/23/22 02:00,0.05827,0.33215,1.5107,0.25583,0.71553,0.30752
02/23/22 03:00,0.081694,0.44091,1.6966,0.29159,0.44802,0.29503
02/23/22 04:00,-0.064616,0.5967,1.8338,0.38981,0.095104,0.55371
02/23/22 05:00,0.20291,0.48897,1.8677,0.37565,0.048152,1.007
02/23/22 06:00,-0.050972,0.75603,1.8959,0.40164,-0.022536,2.265
02/23/22 07:00,-0.18844,0.48513,2.0674,0.52683,-0.044363,3.7045
02/23/22 08:00,-0.18961,1.2356,1.8785,0.34802,-0.049377,3.7734
02/23/22 11:00,0.16577,-0.2,2.3509,1.076,0.47721,1.65
02/23/22 12:00,0.095883,0.84702,1.9068,1.3967,-0.2,2.1938
02/23/22 13:00,0.012878,0.5979,2.0517,1.0303,-0.2,0.5785
02/23/22 14:00,0.094923,0.70915,1.3521,1.0058,0.57314,2.7579
02/23/22 15:00,0.37081,0.6206,1.3955,0.89401,0.66366,1.2629
02/23/22 16:00,0.12619,0.83171,1.6948,1.1541,0.13186,3.6428
02/23/22 17:00,0.19532,1.3733,1.5568,1.3458,-0.10889,8.3677
02/23/22 18:00,0.60215,1.4732,1.5767,1.2631,-0.14344,8.3231
02/23/22 19:00,0.79928,2.7319,0.97454,1.2578,-0.17261,10.108
02/24/22 00:00,0.75021,1.0937,1.7477,0.3522,-0.050202,4.5286
02/24/22 01:00,0.73067,0.82778,1.8396,0.68566,-0.036855,3.525
02/24/22 02:00,0.15317,0.93607,1.7451,0.76841,-0.034007,3.4119
02/24/22 03:00,0.25399,0.9318,1.6576,0.26953,-0.018607,2.9135
02/24/22 04:00,0.57021,0.81903,1.9247,0.61846,-0.037766,2.9473
02/24/22 05:00,0.8693,0.89169,1.7255,0.63551,-0.017084,2.3756
02/24/22 06:00,0.4959,0.9187,1.7396,0.61102,-0.020452,2.7173
02/24/22 07:00,2.5879,1.157,1.7173,0.27326,-0.020996,3.1652
02/24/22 08:00,2.9483,1.4773,1.5338,0.70554,-0.017349,3.7659
02/24/22 09:00,1.8784,1.8361,1.3971,0.72395,-0.0060871,3.7736
02/24/22 10:00,2.4901,1.387,1.6075,0.84373,0.051667,3.5328
02/24/22 11:00,0.97699,-0.2,2.8437,0.84539,0.18642,3.0547
02/24/22 12:00,-0.11216,-0.2,3.739,1.223,0.32093,2.8787
02/24/22 13:00,-0.095424,-0.2,2.9303,1.0803,0.37918,1.9349
02/24/22 14:00,0.13708,-0.2,2.7232,0.89687,0.50002,2.3668
02/24/22 15:00,-0.13899,-0.2,3.0626,1.0455,0.46476,2.1767
02/24/22 18:00,1.023,2.1282,1.4579,0.37101,-0.1497,8.9994
02/24/22 19:00,-0.2,2.3723,1.3719,0.74655,-0.2,12.614
02/24/22 20:00,0.09943,1.5565,1.6785,0.96752,-0.15952,10.348
02/24/22 21:00,0.39125,1.3759,1.6375,0.95047,-0.12063,8.7611
02/24/22 22:00,2.0405,1.3214,1.6259,0.7514,-0.1241,8.8287
02/24/22 23:00,0.72107,1.2914,1.6555,0.50728,-0.089906,7.0828
02/25/22 00:00,2.9735,1.1369,1.6852,0.88534,-0.061344,5.6582
02/25/22 01:00,2.3839,0.98875,1.7233,0.68027,-0.033737,4.3206
02/25/22 02:00,1.6011,0.76148,1.7725,0.33259,-0.0095229,2.8464
02/25/22 03:00,0.16236,0.55293,1.926,0.46104,-0.0097625,1.5083
02/25/22 04:00,0.51294,0.6884,1.8956,0.52809,-0.0024728,1.9559
02/25/22 05:00,0.76069,0.64245,1.8357,0.46726,0.020046,1.7327
02/25/22 06:00,-0.1099,0.48978,2.0263,0.17196,0.0027057,1.3091
02/25/22 07:00,0.50263,0.67613,1.8766,0.52421,-0.023347,3.4158
02/25/22 08:00,2.72,0.72396,1.8753,0.45236,0.018004,3.2848
02/25/22 09:00,2.9099,0.36653,1.9143,0.57813,0.11418,2.3988
02/25/22 10:00,1.1724,0.57965,1.9398,0.58901,0.20519,2.1454
02/25/22 11:00,0.80627,0.41153,1.4759,0.79417,0.98412,3.2625
02/25/22 12:00,0.35291,0.23759,0.85355,0.65519,2.0312,0.25086